 Location,Block,Floor,Area,18:4b:0d:23:60:78,44:1e:98:fb:55:d8,44:1e:98:3b:55:dc,44:1e:98:bb:55:d8,60:d0:2c:9f:63:98,60:d0:2c:df:63:98,44:1e:98:bb:55:dc,44:1e:98:3b:55:d8,18:4b:0d:a3:60:78,18:4b:0d:e3:60:78,44:1e:98:fb:55:dc,18:4b:0d:dc:30:98,18:4b:0d:1c:30:98,60:d0:2c:df:63:9c,18:4b:0d:a3:75:38,18:4b:0d:e3:75:38,18:4b:0d:9c:30:98,24:79:2a:34:ea:0d,18:4b:0d:dc:30:9c,58:b6:33:fa:1c:dc,24:79:2a:74:ea:0c,58:b6:33:3a:1c:dc,60:d0:2c:1f:63:98,58:b6:33:ba:1c:dc,60:d0:2c:9f:63:9c,18:4b:0d:1c:30:9c,18:4b:0d:9c:30:9c,60:d0:2c:1f:63:9c,24:79:2a:f4:ea:0c,24:79:2a:f4:ea:08,24:79:2a:74:ea:08,24:79:2a:34:ea:09,58:b6:33:3a:1c:d8,58:b6:33:ba:1c:d8,58:b6:33:fa:1c:d8,18:4b:0d:a3:75:3c,18:4b:0d:e3:75:3c,18:4b:0d:23:75:38,18:4b:0d:e3:60:7c,18:4b:0d:23:60:7c,18:4b:0d:a3:60:7c,18:4b:0d:23:75:3c,1c:b9:c4:3d:84:e8,1c:b9:c4:fd:84:e8,1c:b9:c4:bd:84:e8,1c:b9:c4:bd:84:ec,1c:b9:c4:3d:84:ec,1c:b9:c4:fd:84:ec,2c:c5:d3:e0:f8:b8,2c:c5:d3:a0:f8:b8,80:03:84:9a:69:68,5c:df:89:da:c4:08,5c:df:89:9a:c4:08,20:58:69:39:70:e8,d8:38:fc:b5:9b:58,d8:38:fc:b5:dc:e8,d8:38:fc:35:dd:28,d8:38:fc:75:dd:28,d8:38:fc:35:9b:58,d8:38:fc:75:9b:58,d8:38:fc:75:dd:2c,d8:38:fc:78:bc:38,20:58:69:79:70:e8,d8:38:fc:b5:d6:28,d8:38:fc:b5:dd:28,d8:38:fc:35:dc:e8,d8:38:fc:75:dc:e8,d8:38:fc:b5:dd:2c,d8:38:fc:35:d6:28,d8:38:fc:75:d6:28,20:58:69:b9:70:e8,d8:38:fc:b8:bc:38,5c:df:89:1a:c4:08,80:03:84:da:69:68,24:79:2a:f4:ea:38,24:79:2a:b4:ea:38,Time
 LAB_2_6PM_O_2,2,2,15.0,-87,-88,-110,-89,-72,-72,-110,-110,-87,-86,-110,-110,-110,-74,-82,-86,-110,-77,-110,-110,-78,-110,-73,-110,-74,-110,-110,-75,-78,-74,-74,-73,-68,-67,-67,-110,-110,-86,-110,-110,-110,-110,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_P_1,1,2,16.0,-74,-82,-110,-82,-71,-71,-110,-110,-74,-74,-110,-110,-110,-71,-73,-73,-110,-68,-110,-72,-68,-73,-72,-73,-70,-110,-110,-72,-68,-72,-71,-71,-65,-66,-65,-78,-78,-74,-84,-110,-85,-79,-68,-68,-68,-77,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_P_10,10,2,16.0,-76,-74,-84,-74,-61,-61,-83,-74,-75,-75,-82,-110,-82,-63,-66,-66,-83,-74,-110,-49,-75,-50,-62,-50,-63,-110,-110,-65,-74,-69,-69,-69,-54,-54,-54,-75,-75,-67,-74,-74,-74,-76,-58,-58,-58,-64,-63,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_P_11,11,2,16.0,-71,-72,-79,-72,-68,-69,-77,-72,-70,-70,-77,-110,-81,-70,-67,-67,-110,-73,-110,-65,-74,-65,-70,-65,-69,-110,-110,-70,-73,-71,-71,-71,-52,-52,-52,-72,-73,-68,-70,-71,-70,-73,-57,-57,-57,-64,-65,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_P_12,12,2,16.0,-72,-74,-78,-73,-72,-72,-78,-75,-71,-71,-77,-110,-82,-75,-67,-67,-110,-79,-110,-69,-81,-69,-73,-68,-75,-110,-110,-77,-79,-70,-71,-71,-55,-55,-56,-74,-74,-67,-74,-74,-75,-74,-59,-59,-59,-66,-67,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_P_2,2,2,16.0,-76,-78,-110,-78,-68,-68,-85,-110,-75,-76,-84,-110,-110,-72,-71,-72,-110,-70,-110,-68,-70,-68,-69,-67,-72,-110,-110,-73,-70,-65,-65,-65,-57,-57,-57,-80,-80,-72,-110,-110,-110,-81,-72,-72,-72,-80,-79,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_P_3,3,2,16.0,-78,-80,-110,-79,-63,-64,-83,-80,-77,-77,-84,-110,-110,-71,-72,-72,-110,-66,-110,-68,-67,-69,-65,-68,-70,-110,-110,-72,-67,-64,-64,-64,-54,-52,-54,-81,-82,-73,-86,-110,-83,-81,-67,-67,-68,-78,-78,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_P_4,4,2,16.0,-82,-80,-83,-79,-64,-64,-81,-80,-82,-83,-81,-110,-110,-65,-72,-72,-110,-71,-110,-71,-71,-71,-65,-71,-65,-110,-110,-67,-72,-62,-62,-62,-51,-52,-52,-82,-82,-74,-86,-110,-83,-82,-69,-69,-69,-75,-75,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_P_5,5,2,16.0,-82,-110,-83,-110,-64,-64,-81,-110,-82,-83,-81,-110,-110,-65,-72,-72,-110,-71,-110,-71,-71,-71,-65,-71,-65,-110,-110,-67,-72,-62,-62,-62,-51,-52,-52,-82,-82,-74,-110,-110,-110,-82,-69,-69,-69,-75,-75,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_P_6,6,2,16.0,-80,-78,-83,-78,-55,-55,-81,-79,-82,-79,-81,-85,-110,-60,-70,-69,-84,-72,-110,-55,-73,-54,-56,-54,-60,-110,-110,-61,-72,-61,-61,-61,-46,-45,-45,-67,-68,-70,-110,-110,-110,-68,-62,-62,-62,-73,-73,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_P_7,7,2,16.0,-79,-81,-110,-110,-59,-60,-84,-110,-78,-78,-84,-85,-110,-62,-69,-69,-85,-72,-110,-57,-73,-56,-60,-56,-61,-110,-110,-63,-72,-69,-69,-69,-40,-40,-40,-64,-65,-71,-85,-110,-87,-65,-62,-62,-62,-74,-73,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_P_8,8,2,16.0,-72,-73,-82,-73,-62,-64,-79,-74,-71,-71,-80,-85,-110,-62,-71,-72,-110,-76,-110,-50,-77,-51,-64,-51,-62,-110,-110,-64,-76,-67,-67,-67,-39,-39,-39,-72,-72,-72,-80,-81,-80,-72,-62,-62,-61,-79,-79,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_P_9,9,2,16.0,-74,-73,-77,-73,-62,-64,-76,-74,-74,-74,-77,-110,-110,-65,-64,-64,-110,-73,-110,-42,-74,-42,-64,-42,-64,-110,-110,-66,-73,-69,-69,-69,-39,-39,-39,-70,-70,-65,-78,-78,-78,-71,-54,-54,-54,-65,-64,-65,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_Q_1,1,2,17.0,-73,-49,-62,-49,-71,-70,-61,-51,-72,-73,-61,-77,-76,-74,-74,-73,-76,-73,-110,-73,-74,-73,-71,-73,-74,-110,-110,-75,-72,-50,-51,-64,-61,-61,-61,-81,-81,-74,-84,-110,-84,-80,-67,-67,-67,-79,-79,-78,-110,-110,-110,-110,-110,-57,-110,-110,-110,-110,-110,-110,-110,-110,-55,-110,-110,-110,-110,-110,-110,-110,-56,-110,-110,-110,-110,-110,6
 LAB_2_6PM_Q_10,10,2,17.0,-72,-73,-75,-72,-58,-59,-76,-72,-70,-70,-76,-110,-110,-65,-64,-64,-110,-80,-110,-56,-75,-57,-59,-57,-65,-110,-110,-67,-81,-65,-66,-67,-44,-45,-44,-77,-77,-65,-84,-110,-83,-77,-110,-110,-110,-66,-66,-66,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_Q_11,11,2,17.0,-65,-73,-77,-72,-65,-65,-77,-72,-64,-65,-76,-80,-110,-68,-69,-69,-80,-75,-110,-63,-75,-63,-65,-63,-68,-110,-110,-69,-75,-68,-68,-68,-51,-50,-50,-75,-75,-69,-82,-82,-83,-77,-110,-110,-110,-69,-69,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_Q_12,12,2,17.0,-68,-68,-77,-68,-68,-68,-76,-69,-68,-68,-75,-80,-110,-68,-63,-62,-80,-75,-110,-66,-75,-66,-68,-66,-67,-110,-110,-70,-77,-67,-67,-67,-51,-50,-50,-77,-77,-63,-82,-82,-83,-78,-110,-110,-110,-71,-71,-71,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_Q_2,2,2,17.0,-73,-78,-110,-78,-66,-66,-83,-78,-72,-73,-83,-110,-110,-68,-66,-66,-110,-74,-110,-75,-75,-75,-67,-75,-67,-110,-110,-69,-75,-110,-110,-66,-56,-56,-55,-81,-80,-67,-110,-110,-110,-81,-67,-67,-67,-78,-80,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_Q_3,3,2,17.0,-78,-74,-110,-74,-59,-59,-81,-76,-77,-77,-82,-110,-110,-60,-71,-71,-110,-70,-110,-75,-72,-75,-60,-74,-59,-110,-110,-61,-70,-67,-67,-67,-56,-55,-56,-81,-80,-72,-110,-110,-110,-81,-66,-65,-65,-79,-79,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_Q_4,4,2,17.0,-78,-74,-110,-74,-54,-54,-81,-76,-77,-77,-82,-110,-110,-59,-68,-67,-110,-73,-110,-72,-73,-72,-54,-71,-59,-110,-110,-60,-73,-67,-67,-67,-51,-51,-51,-77,-78,-69,-110,-110,-110,-79,-66,-65,-65,-78,-76,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_Q_5,5,2,17.0,-110,-74,-110,-74,-54,-54,-110,-110,-110,-110,-110,-110,-110,-59,-68,-67,-110,-73,-110,-72,-73,-72,-54,-71,-59,-110,-110,-60,-73,-110,-110,-67,-51,-51,-51,-77,-78,-69,-110,-110,-110,-79,-110,-110,-110,-78,-76,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_Q_6,6,2,17.0,-110,-74,-110,-74,-54,-54,-81,-110,-110,-110,-82,-83,-110,-55,-72,-72,-110,-75,-110,-53,-77,-53,-54,-53,-56,-110,-110,-57,-75,-66,-66,-71,-44,-44,-44,-75,-75,-72,-110,-110,-110,-76,-61,-61,-61,-74,-75,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_Q_7,7,2,17.0,-77,-76,-110,-76,-58,-58,-83,-77,-76,-76,-84,-83,-110,-57,-66,-65,-110,-75,-110,-59,-75,-59,-59,-59,-57,-110,-110,-58,-75,-66,-65,-68,-39,-40,-39,-66,-66,-66,-110,-110,-110,-67,-62,-61,-62,-71,-71,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_Q_8,8,2,17.0,-71,-73,-79,-73,-58,-58,-78,-75,-70,-71,-79,-110,-110,-58,-69,-69,-110,-78,-110,-52,-78,-52,-59,-52,-58,-110,-110,-60,-76,-66,-66,-68,-39,-40,-39,-76,-75,-70,-110,-110,-110,-76,-62,-61,-62,-70,-70,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_Q_9,9,2,17.0,-73,-77,-79,-78,-66,-66,-79,-75,-73,-73,-79,-110,-110,-67,-68,-67,-110,-75,-110,-37,-75,-37,-67,-37,-67,-110,-110,-67,-75,-67,-68,-66,-34,-34,-34,-71,-71,-71,-83,-110,-85,-72,-110,-110,-110,-69,-68,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_9AM_A_1,1,2,1.0,-59,-61,-86,-60,-78,-78,-74,-61,-57,-56,-74,-110,-110,-75,-68,-69,-110,-83,-110,-75,-84,-76,-79,-75,-75,-110,-110,-76,-83,-75,-74,-74,-110,-110,-110,-78,-78,-69,-65,-65,-64,-78,-77,-79,-78,-78,-78,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_A_10,10,2,1.0,-74,-110,-110,-110,-75,-75,-110,-110,-74,-75,-110,-110,-110,-73,-110,-110,-110,-84,-110,-77,-85,-77,-75,-77,-74,-110,-110,-75,-84,-66,-66,-66,-110,-110,-110,-72,-76,-110,-110,-110,-110,-73,-110,-110,-110,-84,-84,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_A_11,11,2,1.0,-84,-89,-110,-110,-76,-77,-110,-110,-82,-82,-110,-110,-110,-77,-110,-110,-110,-80,-110,-77,-81,-77,-78,-77,-77,-110,-110,-78,-81,-67,-68,-70,-75,-75,-74,-72,-76,-110,-110,-110,-110,-73,-65,-64,-65,-84,-84,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_A_12,12,2,1.0,-84,-89,-110,-110,-73,-74,-110,-110,-82,-82,-110,-110,-110,-77,-110,-110,-110,-82,-110,-77,-82,-77,-75,-77,-77,-110,-110,-79,-82,-67,-68,-75,-75,-75,-74,-84,-84,-110,-110,-110,-110,-85,-69,-64,-65,-84,-84,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_A_2,2,2,1.0,-62,-61,-85,-60,-82,-81,-84,-61,-61,-59,-84,-110,-110,-78,-68,-69,-110,-84,-110,-72,-86,-73,-82,-72,-78,-110,-110,-79,-84,-76,-76,-76,-110,-110,-110,-71,-71,-69,-70,-70,-70,-71,-110,-110,-110,-81,-81,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_A_3,3,2,1.0,-63,-110,-85,-110,-76,-76,-84,-110,-62,-69,-84,-110,-110,-72,-70,-70,-110,-75,-110,-66,-75,-67,-77,-66,-72,-110,-110,-73,-74,-73,-74,-73,-110,-110,-110,-70,-70,-71,-73,-74,-73,-71,-70,-70,-70,-79,-79,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_A_4,4,2,1.0,-64,-110,-110,-110,-76,-76,-110,-110,-63,-62,-110,-110,-110,-72,-76,-76,-110,-85,-110,-77,-85,-77,-77,-77,-72,-110,-110,-72,-84,-73,-74,-73,-74,-74,-74,-73,-73,-77,-82,-83,-83,-73,-70,-70,-70,-81,-81,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_A_5,5,2,1.0,-67,-110,-110,-110,-110,-110,-110,-110,-66,-67,-110,-110,-110,-71,-60,-61,-110,-77,-110,-72,-80,-72,-110,-72,-70,-110,-110,-72,-79,-110,-110,-110,-74,-75,-74,-71,-71,-61,-84,-84,-84,-71,-110,-110,-110,-75,-75,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_A_6,6,2,1.0,-67,-110,-110,-110,-110,-110,-110,-110,-66,-67,-110,-110,-110,-71,-60,-61,-110,-77,-110,-72,-80,-72,-110,-72,-70,-110,-110,-72,-79,-110,-110,-110,-74,-75,-74,-71,-71,-61,-84,-84,-84,-71,-110,-110,-110,-75,-75,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_A_7,7,2,1.0,-67,-110,-110,-110,-110,-110,-110,-110,-66,-67,-110,-110,-110,-73,-56,-56,-110,-78,-110,-69,-80,-70,-110,-70,-73,-110,-110,-74,-78,-110,-110,-110,-74,-75,-74,-63,-56,-61,-84,-84,-84,-64,-110,-110,-110,-80,-81,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_A_8,8,2,1.0,-77,-110,-110,-110,-110,-110,-110,-110,-76,-77,-110,-110,-110,-76,-61,-62,-110,-81,-110,-68,-82,-68,-110,-68,-76,-110,-110,-77,-81,-64,-65,-64,-110,-110,-110,-53,-61,-63,-110,-110,-110,-55,-110,-110,-110,-81,-81,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_A_9,9,2,1.0,-78,-110,-110,-110,-110,-110,-110,-110,-78,-77,-110,-110,-110,-68,-61,-62,-110,-82,-110,-78,-83,-79,-110,-78,-68,-110,-110,-70,-82,-64,-65,-64,-110,-110,-110,-66,-65,-63,-110,-110,-110,-66,-110,-110,-110,-82,-82,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_B_1,1,2,2.0,-54,-60,-76,-61,-79,-78,-74,-62,-53,-54,-75,-110,-110,-73,-110,-110,-110,-79,-110,-85,-80,-86,-80,-85,-73,-110,-110,-74,-80,-67,-68,-75,-110,-110,-110,-70,-71,-110,-67,-72,-71,-71,-79,-78,-78,-79,-79,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_B_10,10,2,2.0,-78,-110,-110,-110,-110,-110,-110,-110,-77,-77,-110,-110,-110,-73,-52,-52,-110,-79,-110,-72,-80,-72,-110,-71,-72,-110,-110,-74,-79,-71,-70,-70,-110,-110,-110,-65,-65,-53,-110,-110,-110,-66,-110,-110,-110,-81,-81,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_B_11,11,2,2.0,-78,-110,-110,-110,-110,-110,-110,-110,-77,-77,-110,-110,-110,-72,-52,-52,-110,-82,-110,-80,-83,-79,-110,-79,-72,-110,-110,-74,-81,-71,-70,-69,-110,-110,-110,-74,-74,-53,-110,-110,-110,-75,-110,-110,-110,-84,-84,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_B_12,12,2,2.0,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-72,-75,-73,-110,-82,-110,-79,-83,-79,-110,-79,-72,-110,-110,-74,-81,-67,-69,-69,-110,-110,-110,-80,-80,-76,-110,-110,-110,-81,-110,-110,-110,-85,-85,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_B_2,2,2,2.0,-54,-60,-76,-61,-74,-74,-87,-62,-53,-54,-87,-110,-110,-76,-71,-71,-110,-84,-110,-70,-84,-70,-75,-70,-76,-110,-110,-77,-84,-75,-76,-77,-63,-62,-62,-64,-64,-72,-57,-62,-61,-64,-73,-73,-73,-80,-80,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_B_3,3,2,2.0,-53,-110,-85,-110,-74,-74,-85,-83,-53,-53,-85,-110,-110,-70,-71,-71,-110,-84,-110,-72,-85,-72,-75,-72,-70,-110,-110,-71,-84,-66,-66,-66,-63,-67,-68,-66,-66,-72,-74,-68,-66,-66,-73,-73,-73,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_B_4,4,2,2.0,-110,-81,-110,-80,-110,-110,-91,-81,-110,-110,-90,-110,-110,-72,-67,-67,-110,-75,-110,-78,-76,-78,-110,-79,-72,-110,-110,-75,-75,-64,-65,-65,-110,-110,-110,-67,-67,-68,-77,-78,-77,-68,-110,-110,-110,-77,-78,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_B_5,5,2,2.0,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-72,-67,-67,-110,-75,-110,-78,-76,-78,-110,-79,-72,-110,-110,-75,-75,-110,-110,-65,-110,-110,-110,-67,-67,-68,-77,-78,-77,-68,-110,-110,-110,-77,-78,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_B_6,6,2,2.0,-110,-110,-110,-83,-110,-110,-89,-110,-110,-110,-89,-110,-110,-72,-66,-66,-110,-81,-110,-68,-81,-68,-110,-68,-72,-110,-110,-73,-81,-110,-110,-61,-110,-110,-110,-60,-60,-67,-88,-78,-88,-60,-110,-110,-110,-83,-83,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_B_7,7,2,2.0,-110,-85,-85,-86,-110,-110,-85,-110,-110,-110,-85,-110,-110,-70,-59,-60,-110,-77,-110,-81,-78,-81,-110,-81,-70,-110,-110,-71,-77,-110,-63,-63,-81,-80,-80,-57,-58,-60,-91,-110,-91,-58,-110,-110,-110,-79,-80,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_B_8,8,2,2.0,-75,-85,-85,-86,-110,-110,-85,-110,-74,-73,-85,-110,-110,-68,-59,-60,-110,-81,-110,-75,-81,-75,-110,-75,-67,-110,-110,-69,-81,-110,-63,-64,-81,-80,-80,-64,-64,-60,-90,-110,-90,-64,-110,-110,-110,-82,-83,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_B_9,9,2,2.0,-78,-110,-110,-110,-110,-110,-110,-110,-77,-77,-110,-110,-110,-73,-52,-52,-110,-79,-110,-72,-80,-72,-110,-71,-72,-110,-110,-74,-79,-71,-70,-70,-110,-110,-110,-65,-65,-53,-90,-110,-90,-66,-110,-110,-110,-81,-81,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_2_9AM_C_1,1,2,3.0,-64,-60,-62,-61,-79,-79,-60,-65,-60,-60,-61,-74,-74,-77,-69,-68,-74,-82,-82,-80,-83,-80,-79,-80,-77,-83,-82,-78,-83,-110,-110,-85,-79,-78,-79,-81,-82,-69,-79,-80,-79,-82,-110,-110,-110,-74,-74,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
