 Location,Block,Floor,Area,18:4b:0d:23:60:78,44:1e:98:fb:55:d8,44:1e:98:3b:55:dc,44:1e:98:bb:55:d8,60:d0:2c:9f:63:98,60:d0:2c:df:63:98,44:1e:98:bb:55:dc,44:1e:98:3b:55:d8,18:4b:0d:a3:60:78,18:4b:0d:e3:60:78,44:1e:98:fb:55:dc,18:4b:0d:dc:30:98,18:4b:0d:1c:30:98,60:d0:2c:df:63:9c,18:4b:0d:a3:75:38,18:4b:0d:e3:75:38,18:4b:0d:9c:30:98,24:79:2a:34:ea:0d,18:4b:0d:dc:30:9c,58:b6:33:fa:1c:dc,24:79:2a:74:ea:0c,58:b6:33:3a:1c:dc,60:d0:2c:1f:63:98,58:b6:33:ba:1c:dc,60:d0:2c:9f:63:9c,18:4b:0d:1c:30:9c,18:4b:0d:9c:30:9c,60:d0:2c:1f:63:9c,24:79:2a:f4:ea:0c,24:79:2a:f4:ea:08,24:79:2a:74:ea:08,24:79:2a:34:ea:09,58:b6:33:3a:1c:d8,58:b6:33:ba:1c:d8,58:b6:33:fa:1c:d8,18:4b:0d:a3:75:3c,18:4b:0d:e3:75:3c,18:4b:0d:23:75:38,18:4b:0d:e3:60:7c,18:4b:0d:23:60:7c,18:4b:0d:a3:60:7c,18:4b:0d:23:75:3c,1c:b9:c4:3d:84:e8,1c:b9:c4:fd:84:e8,1c:b9:c4:bd:84:e8,1c:b9:c4:bd:84:ec,1c:b9:c4:3d:84:ec,1c:b9:c4:fd:84:ec,2c:c5:d3:e0:f8:b8,2c:c5:d3:a0:f8:b8,80:03:84:9a:69:68,5c:df:89:da:c4:08,5c:df:89:9a:c4:08,20:58:69:39:70:e8,d8:38:fc:b5:9b:58,d8:38:fc:b5:dc:e8,d8:38:fc:35:dd:28,d8:38:fc:75:dd:28,d8:38:fc:35:9b:58,d8:38:fc:75:9b:58,d8:38:fc:75:dd:2c,d8:38:fc:78:bc:38,20:58:69:79:70:e8,d8:38:fc:b5:d6:28,d8:38:fc:b5:dd:28,d8:38:fc:35:dc:e8,d8:38:fc:75:dc:e8,d8:38:fc:b5:dd:2c,d8:38:fc:35:d6:28,d8:38:fc:75:d6:28,20:58:69:b9:70:e8,d8:38:fc:b8:bc:38,5c:df:89:1a:c4:08,80:03:84:da:69:68,24:79:2a:f4:ea:38,24:79:2a:b4:ea:38,Time
 LAB_2_6PM_C_13,13,2,3.0,-82,-86,-110,-85,-76,-70,-91,-87,-81,-81,-91,-110,-110,-74,-70,-72,-97,-74,-110,-78,-81,-79,-76,-78,-74,-110,-110,-76,-80,-72,-72,-70,-72,-71,-69,-75,-75,-73,-91,-110,-91,-76,-64,-60,-60,-79,-79,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_C_14,14,2,3.0,-82,-87,-110,-86,-77,-76,-90,-86,-81,-82,-90,-88,-110,-79,-72,-74,-110,-76,-110,-110,-77,-110,-77,-110,-79,-110,-110,-81,-76,-69,-70,-69,-77,-79,-79,-110,-110,-74,-88,-87,-88,-110,-75,-75,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_C_2,2,2,3.0,-110,-64,-75,-64,-72,-72,-74,-66,-110,-60,-74,-110,-110,-69,-62,-62,-110,-80,-110,-110,-82,-110,-73,-110,-69,-110,-110,-70,-80,-79,-78,-78,-75,-73,-75,-110,-110,-62,-73,-73,-73,-110,-74,-74,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_D_1,1,2,4.0,-60,-61,-68,-60,-65,-65,-67,-61,-59,-59,-67,-110,-110,-71,-68,-68,-110,-79,-110,-79,-81,-80,-66,-79,-74,-110,-110,-76,-80,-69,-110,-110,-74,-75,-75,-79,-79,-68,-77,-77,-76,-81,-110,-110,-110,-70,-70,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_D_13,13,2,4.0,-82,-70,-89,-69,-74,-74,-87,-67,-81,-81,-88,-92,-110,-69,-65,-65,-92,-76,-110,-80,-77,-80,-75,-80,-68,-110,-110,-70,-77,-65,-66,-67,-70,-70,-68,-77,-77,-66,-91,-110,-94,-78,-60,-60,-60,-76,-76,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_D_14,14,2,4.0,-81,-87,-110,-86,-78,-79,-90,-110,-81,-82,-90,-88,-110,-81,-75,-74,-110,-78,-110,-110,-79,-110,-80,-110,-80,-110,-110,-82,-77,-76,-75,-110,-80,-82,-82,-110,-110,-75,-88,-110,-87,-110,-75,-75,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_D_2,2,2,4.0,-67,-70,-75,-70,-67,-72,-88,-72,-68,-65,-88,-110,-110,-65,-62,-61,-110,-79,-110,-110,-78,-110,-67,-110,-64,-110,-110,-66,-79,-79,-78,-78,-76,-75,-76,-110,-110,-63,-82,-82,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_E_1,1,2,5.0,-76,-78,-68,-78,-67,-67,-91,-79,-75,-75,-91,-110,-110,-64,-71,-71,-110,-82,-110,-70,-82,-70,-68,-70,-70,-110,-110,-71,-82,-74,-74,-74,-67,-66,-67,-81,-81,-73,-88,-77,-88,-81,-110,-70,-110,-70,-70,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_E_13,13,2,5.0,-82,-78,-89,-78,-69,-69,-89,-79,-81,-80,-89,-92,-110,-75,-69,-70,-92,-77,-110,-78,-76,-79,-71,-79,-75,-110,-110,-76,-76,-66,-64,-65,-67,-71,-67,-71,-71,-66,-92,-110,-92,-72,-69,-71,-69,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_E_14,14,2,5.0,-79,-74,-88,-74,-76,-77,-91,-73,-79,-79,-90,-110,-110,-80,-68,-68,-110,-75,-110,-110,-76,-110,-77,-110,-80,-110,-110,-81,-75,-72,-73,-70,-77,-76,-76,-110,-110,-68,-88,-110,-87,-110,-71,-71,-71,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_E_2,2,2,5.0,-67,-72,-87,-71,-62,-62,-85,-72,-67,-67,-86,-110,-110,-77,-74,-73,-110,-76,-110,-110,-77,-110,-63,-110,-77,-110,-110,-79,-76,-78,-78,-79,-76,-77,-77,-110,-110,-74,-85,-85,-84,-110,-75,-74,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_F_1,1,2,6.0,-76,-78,-110,-78,-67,-67,-91,-79,-75,-75,-91,-110,-110,-64,-71,-71,-110,-82,-110,-70,-82,-70,-68,-70,-70,-110,-110,-71,-82,-74,-74,-74,-67,-66,-67,-81,-81,-73,-88,-110,-88,-81,-110,-70,-110,-70,-70,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_F_13,13,2,6.0,-110,-78,-110,-78,-69,-69,-89,-79,-110,-80,-89,-110,-110,-75,-69,-70,-110,-77,-110,-78,-76,-79,-71,-79,-75,-110,-110,-76,-76,-66,-64,-65,-67,-71,-67,-71,-71,-66,-92,-110,-92,-72,-69,-71,-69,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_F_14,14,2,6.0,-86,-86,-87,-85,-71,-72,-86,-86,-86,-86,-87,-110,-110,-72,-66,-65,-110,-78,-110,-110,-78,-110,-72,-110,-72,-110,-110,-74,-78,-71,-71,-70,-73,-73,-72,-110,-110,-67,-90,-110,-88,-110,-65,-63,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_F_2,2,2,6.0,-67,-72,-87,-71,-62,-62,-85,-72,-67,-67,-86,-110,-110,-77,-74,-73,-110,-76,-110,-110,-77,-110,-63,-110,-77,-110,-110,-79,-76,-78,-78,-79,-76,-77,-77,-110,-110,-74,-85,-85,-84,-110,-75,-74,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_G_1,1,2,7.0,-74,-78,-110,-78,-52,-52,-91,-79,-72,-74,-91,-110,-110,-61,-69,-69,-110,-75,-110,-73,-76,-74,-43,-74,-60,-110,-110,-61,-75,-74,-74,-72,-67,-66,-67,-75,-76,-70,-92,-110,-92,-76,-110,-70,-110,-75,-75,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_G_13,13,2,7.0,-110,-79,-110,-79,-79,-73,-91,-80,-110,-80,-92,-87,-110,-77,-73,-75,-86,-73,-110,-73,-75,-72,-70,-73,-77,-110,-110,-79,-75,-70,-69,-70,-70,-69,-69,-74,-75,-76,-92,-110,-92,-76,-65,-65,-66,-71,-71,-71,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_G_14,14,2,7.0,-76,-74,-84,-73,-72,-72,-82,-75,-75,-75,-82,-84,-84,-74,-66,-80,-83,-79,-110,-110,-79,-110,-73,-110,-74,-110,-110,-76,-79,-71,-71,-70,-73,-71,-74,-110,-110,-80,-90,-110,-88,-110,-67,-66,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_G_2,2,2,7.0,-70,-80,-87,-78,-69,-70,-85,-79,-69,-68,-86,-110,-110,-65,-68,-68,-110,-79,-110,-110,-79,-110,-71,-110,-64,-110,-110,-67,-79,-72,-71,-71,-76,-77,-81,-110,-110,-69,-85,-85,-84,-110,-70,-70,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_H_1,1,2,8.0,-74,-110,-110,-110,-52,-52,-110,-110,-72,-74,-110,-110,-110,-61,-69,-69,-110,-75,-110,-73,-76,-74,-43,-74,-60,-110,-110,-61,-75,-74,-74,-72,-110,-110,-110,-75,-76,-70,-92,-110,-92,-76,-110,-110,-110,-75,-75,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_H_13,13,2,8.0,-75,-71,-89,-75,-71,-75,-88,-72,-74,-77,-89,-87,-110,-76,-75,-76,-86,-67,-110,-69,-69,-69,-76,-69,-76,-110,-110,-78,-68,-62,-61,-59,-68,-64,-67,-83,-84,-76,-94,-110,-93,-85,-65,-65,-66,-61,-61,-61,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_H_14,14,2,8.0,-78,-74,-87,-73,-72,-72,-86,-75,-77,-77,-86,-84,-84,-76,-73,-73,-83,-71,-110,-110,-74,-110,-73,-110,-76,-110,-110,-78,-72,-70,-70,-71,-74,-74,-74,-110,-110,-73,-89,-110,-90,-110,-60,-60,-59,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_H_2,2,2,8.0,-70,-110,-110,-110,-69,-70,-110,-110,-69,-68,-110,-110,-110,-65,-68,-68,-110,-79,-110,-110,-79,-110,-71,-110,-64,-110,-110,-67,-79,-72,-71,-71,-110,-110,-110,-110,-110,-69,-110,-110,-110,-110,-70,-70,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_I_1,1,2,9.0,-74,-94,-110,-94,-61,-62,-110,-110,-72,-74,-110,-110,-110,-64,-79,-79,-110,-77,-110,-78,-78,-78,-62,-78,-64,-110,-110,-66,-77,-75,-75,-75,-77,-77,-77,-76,-76,-80,-92,-110,-92,-76,-110,-110,-110,-68,-68,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_I_13,13,2,9.0,-75,-76,-81,-75,-71,-71,-80,-76,-74,-77,-80,-110,-86,-70,-77,-77,-85,-74,-92,-78,-74,-78,-73,-78,-70,-110,-91,-71,-74,-66,-64,-66,-68,-64,-67,-80,-80,-73,-82,-83,-82,-80,-61,-60,-61,-61,-61,-61,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_I_14,14,2,9.0,-80,-74,-82,-74,-75,-76,-81,-75,-78,-78,-81,-84,-84,-68,-71,-72,-83,-77,-110,-110,-78,-110,-76,-110,-67,-110,-110,-69,-77,-66,-70,-71,-73,-72,-72,-110,-110,-72,-89,-110,-90,-110,-68,-68,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_I_2,2,2,9.0,-80,-83,-110,-83,-56,-56,-110,-84,-80,-80,-110,-110,-110,-64,-72,-72,-110,-78,-110,-110,-78,-110,-57,-110,-64,-110,-110,-65,-79,-79,-72,-79,-75,-75,-76,-110,-110,-73,-110,-110,-110,-110,-68,-69,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_J_1,1,2,10.0,-110,-94,-110,-94,-61,-62,-110,-110,-110,-110,-110,-110,-110,-64,-79,-79,-110,-77,-110,-78,-78,-78,-62,-78,-64,-110,-110,-66,-77,-75,-75,-75,-77,-77,-77,-76,-76,-80,-110,-110,-110,-76,-110,-110,-110,-68,-68,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_J_13,13,2,10.0,-110,-76,-81,-75,-71,-71,-80,-76,-110,-110,-80,-110,-86,-70,-77,-77,-85,-74,-92,-78,-74,-78,-73,-78,-70,-110,-91,-71,-74,-66,-64,-66,-110,-110,-110,-80,-80,-73,-82,-83,-82,-80,-61,-60,-61,-61,-61,-61,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_J_14,14,2,10.0,-76,-72,-83,-71,-76,-76,-83,-73,-76,-75,-83,-84,-84,-74,-72,-72,-83,-75,-110,-110,-76,-110,-77,-110,-73,-110,-110,-75,-75,-60,-61,-60,-74,-74,-74,-110,-110,-73,-110,-110,-110,-110,-53,-53,-54,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_J_2,2,2,10.0,-80,-82,-110,-82,-57,-58,-110,-83,-80,-79,-110,-89,-110,-66,-76,-77,-88,-78,-110,-110,-79,-110,-59,-110,-65,-110,-110,-66,-78,-72,-72,-71,-62,-62,-62,-110,-110,-77,-110,-110,-110,-110,-66,-66,-66,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_K_1,1,2,11.0,-80,-94,-110,-94,-61,-62,-110,-110,-80,-80,-110,-110,-110,-65,-78,-78,-110,-75,-110,-77,-76,-78,-62,-78,-66,-110,-110,-67,-75,-72,-72,-72,-69,-69,-69,-84,-84,-79,-110,-110,-110,-85,-77,-77,-77,-79,-79,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_K_13,13,2,11.0,-110,-75,-81,-75,-74,-74,-80,-77,-110,-110,-80,-86,-87,-73,-73,-75,-86,-67,-89,-73,-69,-74,-74,-73,-72,-89,-88,-74,-69,-67,-65,-66,-67,-64,-65,-86,-86,-78,-87,-83,-88,-87,-61,-55,-55,-60,-60,-56,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_K_14,14,2,11.0,-78,-77,-86,-77,-79,-80,-85,-78,-78,-78,-85,-110,-110,-81,-79,-79,-110,-69,-110,-110,-70,-110,-80,-110,-81,-110,-110,-82,-69,-60,-61,-60,-69,-69,-69,-110,-110,-80,-110,-110,-110,-110,-57,-57,-57,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_K_2,2,2,11.0,-80,-83,-110,-83,-55,-55,-91,-84,-86,-86,-89,-92,-110,-64,-77,-78,-90,-78,-110,-110,-79,-110,-56,-110,-64,-110,-110,-66,-79,-76,-76,-76,-75,-75,-76,-110,-110,-79,-110,-110,-110,-110,-77,-76,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_L_1,1,2,12.0,-80,-110,-110,-110,-110,-110,-110,-110,-80,-80,-110,-110,-110,-65,-78,-78,-110,-75,-110,-77,-76,-78,-110,-78,-66,-110,-110,-67,-75,-72,-72,-72,-69,-69,-69,-84,-84,-79,-110,-110,-110,-85,-77,-77,-77,-79,-79,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_L_13,13,2,12.0,-79,-72,-81,-72,-79,-79,-89,-78,-77,-77,-89,-85,-89,-76,-73,-75,-88,-75,-89,-66,-76,-66,-79,-66,-76,-89,-88,-77,-75,-71,-70,-71,-67,-63,-63,-84,-84,-76,-92,-110,-91,-85,-57,-57,-57,-63,-63,-62,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_L_14,14,2,12.0,-78,-71,-79,-71,-77,-77,-79,-71,-78,-78,-78,-84,-110,-71,-78,-79,-110,-74,-110,-110,-75,-110,-78,-110,-70,-110,-110,-72,-74,-110,-110,-110,-69,-69,-69,-110,-110,-79,-83,-83,-83,-110,-53,-54,-53,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_L_2,2,2,12.0,-87,-84,-110,-84,-55,-56,-91,-85,-85,-85,-89,-92,-110,-63,-74,-74,-90,-77,-110,-110,-78,-110,-59,-110,-63,-110,-110,-64,-76,-64,-65,-64,-71,-71,-71,-110,-110,-75,-110,-110,-110,-110,-74,-74,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_M_1,1,2,13.0,-80,-110,-110,-110,-110,-110,-110,-110,-85,-80,-110,-110,-110,-69,-79,-77,-110,-72,-110,-66,-73,-67,-110,-66,-66,-110,-110,-67,-72,-73,-73,-73,-63,-62,-62,-89,-89,-79,-91,-110,-110,-89,-80,-80,-80,-85,-85,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_M_13,13,2,13.0,-79,-72,-110,-72,-79,-79,-89,-78,-77,-77,-89,-85,-89,-76,-73,-75,-88,-75,-110,-66,-76,-66,-79,-66,-76,-110,-110,-77,-75,-71,-70,-71,-67,-63,-63,-84,-84,-76,-92,-110,-91,-85,-57,-57,-57,-63,-63,-62,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_M_14,14,2,13.0,-74,-82,-85,-81,-77,-77,-83,-81,-110,-110,-83,-84,-110,-72,-75,-74,-110,-78,-110,-110,-79,-110,-78,-110,-71,-110,-110,-73,-78,-110,-110,-110,-62,-62,-62,-110,-110,-77,-89,-83,-90,-110,-57,-57,-57,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_M_2,2,2,13.0,-81,-87,-110,-89,-57,-58,-110,-86,-81,-80,-110,-110,-110,-64,-70,-71,-110,-78,-110,-110,-78,-110,-58,-110,-64,-110,-110,-65,-78,-67,-67,-66,-60,-60,-59,-110,-110,-71,-110,-110,-110,-110,-77,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_N_1,1,2,14.0,-110,-110,-110,-110,-110,-110,-110,-110,-85,-110,-110,-110,-110,-69,-79,-77,-110,-72,-110,-66,-73,-67,-110,-66,-66,-110,-110,-67,-72,-73,-73,-73,-63,-62,-62,-89,-89,-79,-91,-110,-110,-89,-80,-80,-80,-85,-85,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_N_13,13,2,14.0,-74,-79,-110,-76,-74,-79,-89,-79,-73,-77,-89,-85,-88,-76,-80,-77,-85,-70,-110,-65,-70,-65,-75,-65,-75,-110,-110,-77,-70,-66,-70,-65,-58,-60,-59,-86,-86,-81,-86,-86,-85,-86,-57,-57,-57,-77,-77,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_N_14,14,2,14.0,-74,-110,-85,-110,-110,-110,-83,-110,-110,-110,-83,-110,-110,-72,-75,-74,-110,-78,-110,-110,-79,-110,-110,-110,-71,-110,-110,-73,-78,-110,-110,-110,-62,-62,-62,-110,-110,-77,-89,-110,-90,-110,-57,-57,-57,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_N_2,2,2,14.0,-87,-88,-110,-89,-69,-69,-110,-86,-87,-87,-110,-110,-110,-80,-79,-80,-110,-77,-110,-110,-77,-110,-70,-110,-80,-110,-110,-81,-77,-67,-68,-67,-67,-67,-66,-110,-110,-80,-110,-110,-110,-110,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_O_1,1,2,15.0,-82,-88,-110,-87,-75,-75,-110,-110,-81,-81,-110,-110,-110,-80,-87,-88,-110,-78,-110,-68,-78,-69,-76,-69,-79,-110,-110,-81,-78,-73,-73,-75,-67,-67,-67,-89,-89,-88,-91,-110,-110,-89,-80,-80,-80,-85,-85,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_O_13,13,2,15.0,-74,-79,-110,-76,-74,-79,-110,-79,-73,-77,-110,-85,-88,-76,-80,-77,-85,-70,-110,-65,-70,-65,-75,-65,-75,-110,-110,-77,-70,-66,-110,-65,-58,-60,-59,-86,-86,-81,-86,-86,-85,-86,-110,-110,-110,-77,-77,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_2_6PM_O_14,14,2,15.0,-80,-82,-85,-81,-75,-76,-83,-82,-80,-80,-84,-110,-110,-80,-75,-75,-110,-80,-110,-110,-80,-110,-110,-110,-79,-110,-110,-80,-80,-110,-110,-110,-62,-63,-63,-110,-110,-76,-110,-110,-110,-110,-48,-48,-48,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
